0,0,0,1,1
163.37,0,0.423,1,1
305.47,0,2.61,1,1
305.47,30,2.61,1,1
305.47,60,2.61,1,1
163.37,60,0.423,1,1
305.47,90,2.61,1,1
305.47,120,2.61,1,1
163.37,120,0.423,1,1
305.47,150,2.61,1,1
305.47,180,2.61,1,1
163.37,180,0.423,1,1
305.47,-30,2.61,1,1
305.47,-60,2.61,1,1
163.37,-60,0.423,1,1
305.47,-90,2.61,1,1
305.47,-120,2.61,1,1
163.37,-120,0.423,1,1
305.47,-150,2.61,1,1
0,0,0,1,1
